Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_list,Hire_binary,gender,ethnicity
320,Scott Richardson,"SQL, Java, C++, React",0,B.Tech,AWS Certified,Software Engineer,Hire,53699,8,70,"['sql', 'java', 'c++', 'react']",1,male,unknown
321,Jerome Sampson,"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,Hire,114879,8,100,"['deep learning', 'sql']",1,male,unknown
322,Jennifer Padilla,"Networking, Linux, Cybersecurity, Ethical Hacking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102150,3,95,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,female,Hispanic/Latino
323,Malik Burns,"Python, Deep Learning",5,B.Tech,None,Data Scientist,Hire,73559,10,100,"['python', 'deep learning']",1,male,unknown
324,Brandon Monroe,"Ethical Hacking, Linux",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,93214,2,100,"['ethical hacking', 'linux']",1,male,unknown
325,Heather Mcdonald,"C++, Java, SQL",3,PhD,Deep Learning Specialization,Software Engineer,Hire,98746,4,75,"['c++', 'java', 'sql']",1,female,unknown
326,William Bryant,"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,44012,10,100,"['deep learning', 'python']",1,male,unknown
327,Abigail Brock,"Machine Learning, Python, Deep Learning",9,B.Tech,None,Data Scientist,Hire,93707,0,100,"['machine learning', 'python', 'deep learning']",1,female,unknown
328,Maria Perez PhD,"Ethical Hacking, Linux, Cybersecurity",4,MBA,None,Cybersecurity Analyst,Hire,52722,9,100,"['ethical hacking', 'linux', 'cybersecurity']",1,female,Hispanic/Latino
329,William Casey,"SQL, React, C++",7,B.Tech,AWS Certified,Software Engineer,Hire,65733,0,95,"['sql', 'react', 'c++']",1,male,unknown
330,Bryan Clayton,"Networking, Cybersecurity, Ethical Hacking, Linux",0,PhD,AWS Certified,Cybersecurity Analyst,Reject,62201,5,55,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",0,male,unknown
331,James Murphy,"SQL, Java",7,M.Tech,AWS Certified,Software Engineer,Hire,115275,5,100,"['sql', 'java']",1,male,unknown
332,Brett Mills,"Python, Deep Learning, SQL, Machine Learning",1,B.Tech,AWS Certified,Data Scientist,Hire,61616,9,85,"['python', 'deep learning', 'sql', 'machine learning']",1,male,unknown
333,Kimberly Thompson,"TensorFlow, Pytorch",5,PhD,AWS Certified,AI Researcher,Hire,79405,4,90,"['tensorflow', 'pytorch']",1,female,unknown
334,William Walker,"Linux, Cybersecurity, Networking",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,54759,1,50,"['linux', 'cybersecurity', 'networking']",0,male,unknown
335,Natalie King,"Ethical Hacking, Linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,91922,0,90,"['ethical hacking', 'linux']",1,female,unknown
336,Sergio Scott,"Java, SQL, React, C++",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,69145,4,100,"['java', 'sql', 'react', 'c++']",1,male,unknown
337,Carlos Park,"Pytorch, TensorFlow",2,MBA,AWS Certified,AI Researcher,Hire,65012,6,70,"['pytorch', 'tensorflow']",1,male,Hispanic/Latino
338,Stacie Pitts,"C++, SQL",7,MBA,AWS Certified,Software Engineer,Hire,45278,8,100,"['c++', 'sql']",1,female,unknown
339,Jose Kirk,"Networking, Linux, Ethical Hacking, Cybersecurity",4,B.Tech,None,Cybersecurity Analyst,Reject,75555,0,60,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",0,male,Hispanic/Latino
340,John Alvarez,"SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,90362,8,60,"['sql', 'machine learning']",0,male,Hispanic/Latino
341,Austin Saunders,"C++, Java",0,B.Sc,None,Software Engineer,Reject,89148,8,50,"['c++', 'java']",0,male,unknown
342,Shannon Page,"Deep Learning, SQL, Python, Machine Learning",8,MBA,AWS Certified,Data Scientist,Hire,100345,0,100,"['deep learning', 'sql', 'python', 'machine learning']",1,female,unknown
343,Dylan Keller,"Python, NLP, TensorFlow",7,B.Sc,Google ML,AI Researcher,Hire,62487,8,100,"['python', 'nlp', 'tensorflow']",1,male,unknown
344,Stephanie Mosley,"Cybersecurity, Networking",3,MBA,None,Cybersecurity Analyst,Hire,55213,9,85,"['cybersecurity', 'networking']",1,female,unknown
345,Whitney Thompson,"Deep Learning, Machine Learning, SQL, Python",1,M.Tech,Deep Learning Specialization,Data Scientist,Hire,79991,10,90,"['deep learning', 'machine learning', 'sql', 'python']",1,female,unknown
346,Isabel Williams,"Cybersecurity, Ethical Hacking, Networking, Linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,89696,10,100,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,female,unknown
347,Jessica Ruiz,"Ethical Hacking, Cybersecurity, Linux, Networking",0,MBA,Google ML,Cybersecurity Analyst,Hire,102527,7,65,"['ethical hacking', 'cybersecurity', 'linux', 'networking']",1,female,Hispanic/Latino
348,Jamie Arnold,"SQL, Java, React",3,B.Sc,None,Software Engineer,Hire,96280,9,90,"['sql', 'java', 'react']",1,female,unknown
349,Ashley Gardner,"Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,108606,3,45,"['machine learning', 'python']",0,female,unknown
350,Shannon Young,"Ethical Hacking, Linux",2,M.Tech,None,Cybersecurity Analyst,Hire,115687,7,65,"['ethical hacking', 'linux']",1,female,unknown
351,George Hansen,"Networking, Ethical Hacking",1,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,65217,6,60,"['networking', 'ethical hacking']",0,male,unknown
352,Tanya Lloyd,"React, C++, SQL, Java",0,M.Tech,None,Software Engineer,Reject,94099,0,20,"['react', 'c++', 'sql', 'java']",0,female,unknown
353,Morgan Mueller,"Python, Deep Learning, SQL, Machine Learning",9,PhD,None,Data Scientist,Hire,45043,5,100,"['python', 'deep learning', 'sql', 'machine learning']",1,unknown,unknown
354,Anthony Wheeler,"Python, Machine Learning, Deep Learning",0,B.Tech,Google ML,Data Scientist,Reject,116661,3,40,"['python', 'machine learning', 'deep learning']",0,male,unknown
355,Isabella Long,"Pytorch, TensorFlow",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,73142,9,100,"['pytorch', 'tensorflow']",1,female,unknown
356,Vincent Daniel,"Python, Pytorch, TensorFlow, NLP",7,B.Sc,Google ML,AI Researcher,Hire,75507,7,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,male,unknown
357,Mrs. Debbie Jackson,"Python, NLP",0,PhD,Deep Learning Specialization,AI Researcher,Hire,81970,10,70,"['python', 'nlp']",1,female,unknown
358,Mr. Juan Barron DDS,"SQL, C++, React, Java",4,MBA,Google ML,Software Engineer,Hire,59448,9,100,"['sql', 'c++', 'react', 'java']",1,male,Hispanic
359,Debra Franco,"SQL, Deep Learning, Machine Learning",6,M.Tech,None,Data Scientist,Hire,58016,2,85,"['sql', 'deep learning', 'machine learning']",1,female,unknown
360,Nicole Randolph,"Networking, Ethical Hacking",0,B.Tech,None,Cybersecurity Analyst,Reject,97659,4,30,"['networking', 'ethical hacking']",0,female,unknown
361,James Cline,"Linux, Ethical Hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,76342,4,60,"['linux', 'ethical hacking']",0,male,unknown
362,April West,"Networking, Linux, Cybersecurity, Ethical Hacking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,103102,2,100,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,female,unknown
363,Stephanie Edwards,"SQL, Java",3,B.Sc,None,Software Engineer,Hire,41272,6,70,"['sql', 'java']",1,female,unknown
364,Paula Harrison,"TensorFlow, Python, NLP, Pytorch",1,B.Sc,AWS Certified,AI Researcher,Reject,40186,1,45,"['tensorflow', 'python', 'nlp', 'pytorch']",0,female,unknown
365,Breanna Moore,"React, Java, SQL",4,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82848,5,90,"['react', 'java', 'sql']",1,female,unknown
366,Tristan Burgess PhD,"TensorFlow, Pytorch",5,M.Tech,Deep Learning Specialization,AI Researcher,Hire,82093,9,100,"['tensorflow', 'pytorch']",1,unknown,unknown
367,Christina Perez,"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,None,Cybersecurity Analyst,Reject,60533,2,45,"['linux', 'cybersecurity', 'ethical hacking']",0,female,Hispanic
368,Mike Miller,"Python, NLP",5,B.Tech,None,AI Researcher,Hire,55494,8,100,"['python', 'nlp']",1,male,unknown
369,Shelly Mann,"Deep Learning, Python",6,MBA,Deep Learning Specialization,Data Scientist,Hire,53984,7,100,"['deep learning', 'python']",1,female,unknown
370,Jose Young,"Linux, Networking, Ethical Hacking",10,B.Tech,None,Cybersecurity Analyst,Hire,91447,5,100,"['linux', 'networking', 'ethical hacking']",1,male,Hispanic
371,Timothy Johnson,"Java, C++, React",7,PhD,None,Software Engineer,Hire,100195,6,100,"['java', 'c++', 'react']",1,male,unknown
372,Donald Lawson,"React, Java, SQL",3,B.Sc,None,Software Engineer,Reject,118891,0,45,"['react', 'java', 'sql']",0,male,unknown
373,Crystal Parker,"NLP, Pytorch, Python",4,PhD,Google ML,AI Researcher,Hire,45733,9,100,"['nlp', 'pytorch', 'python']",1,female,unknown
374,Amanda Thomas,"Java, SQL, C++, React",10,M.Tech,Google ML,Software Engineer,Hire,51113,0,100,"['java', 'sql', 'c++', 'react']",1,female,unknown
375,Thomas Lee,"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,75300,5,80,"['cybersecurity', 'linux', 'ethical hacking']",1,male,unknown
376,Jennifer Love,"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Reject,57375,2,45,"['ethical hacking', 'networking', 'linux']",0,female,unknown
377,Breanna Barrett,"C++, React",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,71077,7,100,"['c++', 'react']",1,female,unknown
378,Jacob White,"Python, Machine Learning, Deep Learning",0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,97987,10,75,"['python', 'machine learning', 'deep learning']",1,male,unknown
379,Zachary Lynch,"SQL, Python",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,118157,10,100,"['sql', 'python']",1,male,unknown
380,Mr. Keith Smith,"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Google ML,Data Scientist,Hire,69741,10,100,"['sql', 'python', 'deep learning', 'machine learning']",1,male,unknown
381,James Allen,"Pytorch, NLP, Python, TensorFlow",10,M.Tech,AWS Certified,AI Researcher,Hire,77860,1,100,"['pytorch', 'nlp', 'python', 'tensorflow']",1,male,unknown
382,Diana Lewis,"NLP, TensorFlow, Pytorch",3,M.Tech,AWS Certified,AI Researcher,Hire,112201,6,85,"['nlp', 'tensorflow', 'pytorch']",1,female,unknown
383,David Wilkerson,"Pytorch, TensorFlow, NLP",8,B.Tech,AWS Certified,AI Researcher,Hire,80736,2,100,"['pytorch', 'tensorflow', 'nlp']",1,male,unknown
384,Melissa Wheeler,"TensorFlow, Python, NLP, Pytorch",4,B.Tech,None,AI Researcher,Hire,94202,4,80,"['tensorflow', 'python', 'nlp', 'pytorch']",1,female,unknown
385,Elijah Mcmillan,"React, C++",6,B.Tech,Google ML,Software Engineer,Hire,114890,7,100,"['react', 'c++']",1,male,unknown
386,Wendy Ferguson,"Linux, Ethical Hacking, Networking",10,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,108070,1,100,"['linux', 'ethical hacking', 'networking']",1,female,unknown
387,Xavier Wheeler,"NLP, Pytorch, TensorFlow",1,B.Tech,AWS Certified,AI Researcher,Reject,60718,1,40,"['nlp', 'pytorch', 'tensorflow']",0,male,unknown
388,Linda Hardy,"C++, SQL, Java",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,95050,2,100,"['c++', 'sql', 'java']",1,female,unknown
389,Pamela Dillon MD,"Pytorch, NLP, Python",10,MBA,Google ML,AI Researcher,Hire,85192,2,100,"['pytorch', 'nlp', 'python']",1,female,unknown
390,Miguel Robbins,"Deep Learning, Python, SQL, Machine Learning",1,PhD,AWS Certified,Data Scientist,Reject,84131,3,55,"['deep learning', 'python', 'sql', 'machine learning']",0,male,Hispanic
391,Jordan Matthews,"NLP, TensorFlow",8,MBA,None,AI Researcher,Hire,64722,1,95,"['nlp', 'tensorflow']",1,unknown,unknown
392,Tyler Fischer,"NLP, Python",9,M.Tech,None,AI Researcher,Hire,107875,5,100,"['nlp', 'python']",1,male,unknown
393,Jack Hall,"C++, React, Java",9,B.Tech,Deep Learning Specialization,Software Engineer,Hire,76157,8,100,"['c++', 'react', 'java']",1,male,unknown
394,Victor Braun,"Python, Machine Learning, SQL",6,PhD,None,Data Scientist,Hire,46741,1,80,"['python', 'machine learning', 'sql']",1,male,unknown
395,Donald Morales,"Python, Pytorch, TensorFlow, NLP",8,B.Tech,AWS Certified,AI Researcher,Hire,65345,8,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,male,Hispanic
396,Elizabeth Hernandez,"Java, SQL",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,89716,1,55,"['java', 'sql']",0,female,Hispanic
397,Leah Cain,"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,AWS Certified,Data Scientist,Reject,93900,0,60,"['machine learning', 'deep learning', 'sql', 'python']",0,female,unknown
398,Allison Hoffman,"Ethical Hacking, Linux",1,PhD,None,Cybersecurity Analyst,Hire,95656,9,65,"['ethical hacking', 'linux']",1,female,unknown
399,Danielle Davis,"Machine Learning, Python, Deep Learning",1,MBA,Deep Learning Specialization,Data Scientist,Reject,79404,4,55,"['machine learning', 'python', 'deep learning']",0,female,unknown
400,Jacob Peterson,"Pytorch, NLP, Python, TensorFlow",5,B.Tech,None,AI Researcher,Hire,56104,6,100,"['pytorch', 'nlp', 'python', 'tensorflow']",1,male,unknown
401,Christopher Chandler DVM,"Cybersecurity, Linux, Ethical Hacking",5,MBA,AWS Certified,Cybersecurity Analyst,Hire,59821,5,100,"['cybersecurity', 'linux', 'ethical hacking']",1,unknown,unknown
402,Sarah Gomez,"Cybersecurity, Networking, Linux, Ethical Hacking",6,B.Sc,None,Cybersecurity Analyst,Hire,102518,7,100,"['cybersecurity', 'networking', 'linux', 'ethical hacking']",1,female,Hispanic
403,Carlos Dawson,"Networking, Linux, Ethical Hacking, Cybersecurity",10,B.Tech,Google ML,Cybersecurity Analyst,Hire,61659,10,100,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",1,male,unknown
404,Gregg Barber,"Python, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,114745,6,55,"['python', 'machine learning', 'deep learning']",0,male,unknown
405,Kyle Contreras,"Cybersecurity, Linux, Ethical Hacking",3,MBA,None,Cybersecurity Analyst,Hire,103993,9,90,"['cybersecurity', 'linux', 'ethical hacking']",1,male,Hispanic
406,Jon Craig,"React, SQL, Java",1,B.Sc,Google ML,Software Engineer,Hire,105524,9,80,"['react', 'sql', 'java']",1,male,unknown
407,Tiffany Rogers,"NLP, Pytorch, TensorFlow",8,MBA,Deep Learning Specialization,AI Researcher,Hire,102267,6,100,"['nlp', 'pytorch', 'tensorflow']",1,female,unknown
408,Gregory Beard,"TensorFlow, NLP, Python",4,MBA,AWS Certified,AI Researcher,Hire,72225,6,95,"['tensorflow', 'nlp', 'python']",1,male,unknown
409,Timothy Fitzgerald,"Networking, Linux",3,MBA,None,Cybersecurity Analyst,Hire,97811,6,70,"['networking', 'linux']",1,male,unknown
410,Raymond Perez,"Python, SQL",0,PhD,Deep Learning Specialization,Data Scientist,Hire,118756,9,65,"['python', 'sql']",1,male,Hispanic
411,Jeffrey Cannon,"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,Hire,101471,0,70,"['deep learning', 'sql']",1,male,unknown
412,Kent Davis,"Cybersecurity, Networking",4,PhD,None,Cybersecurity Analyst,Reject,87051,0,50,"['cybersecurity', 'networking']",0,male,unknown
413,Alex Valdez,"C++, Java, React",4,MBA,Google ML,Software Engineer,Hire,53412,0,65,"['c++', 'java', 'react']",1,unknown,Hispanic
414,Jonathan Lewis,"Pytorch, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,Hire,64694,9,80,"['pytorch', 'tensorflow', 'nlp']",1,male,unknown
415,James Reyes,"React, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,85526,1,75,"['react', 'c++']",1,male,Hispanic
416,Kathryn Carter,"Java, React, C++, SQL",7,PhD,Deep Learning Specialization,Software Engineer,Hire,55916,6,100,"['java', 'react', 'c++', 'sql']",1,female,unknown
417,Amanda Burke,"Deep Learning, SQL, Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,86355,4,60,"['deep learning', 'sql', 'machine learning', 'python']",0,female,unknown
418,James Bell,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,None,Data Scientist,Hire,112155,0,70,"['deep learning', 'machine learning', 'python', 'sql']",1,male,unknown
419,Valerie Clark,"SQL, Machine Learning, Python, Deep Learning",2,MBA,AWS Certified,Data Scientist,Hire,58438,6,80,"['sql', 'machine learning', 'python', 'deep learning']",1,female,unknown
420,Joseph Richards,"Cybersecurity, Ethical Hacking, Linux",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,65313,7,70,"['cybersecurity', 'ethical hacking', 'linux']",1,male,unknown
421,Megan Smith,"Linux, Networking, Cybersecurity",6,MBA,None,Cybersecurity Analyst,Hire,59504,1,80,"['linux', 'networking', 'cybersecurity']",1,female,unknown
422,Stephen Mason,"Python, Deep Learning",2,B.Tech,AWS Certified,Data Scientist,Hire,83979,5,65,"['python', 'deep learning']",1,male,unknown
423,Zachary Cohen,"NLP, TensorFlow, Pytorch, Python",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,108667,0,100,"['nlp', 'tensorflow', 'pytorch', 'python']",1,male,unknown
424,Cristian Hernandez,"C++, React, Java, SQL",7,B.Tech,AWS Certified,Software Engineer,Hire,59061,6,100,"['c++', 'react', 'java', 'sql']",1,male,Hispanic
425,David Smith,"SQL, C++",3,B.Tech,Deep Learning Specialization,Software Engineer,Hire,41891,4,70,"['sql', 'c++']",1,male,unknown
426,Molly Brewer,"Python, NLP, Pytorch, TensorFlow",4,B.Sc,None,AI Researcher,Hire,61931,8,100,"['python', 'nlp', 'pytorch', 'tensorflow']",1,female,unknown
427,Robert Cameron,"Cybersecurity, Linux, Ethical Hacking",7,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,81422,10,100,"['cybersecurity', 'linux', 'ethical hacking']",1,male,unknown
428,George Mills,"React, Java",5,PhD,None,Software Engineer,Hire,74711,8,100,"['react', 'java']",1,male,unknown
429,Anna Morrison,"Networking, Linux",5,M.Tech,Google ML,Cybersecurity Analyst,Hire,61038,9,100,"['networking', 'linux']",1,female,unknown
430,Karen Wright,"SQL, Python, Machine Learning",10,PhD,AWS Certified,Data Scientist,Hire,55716,0,100,"['sql', 'python', 'machine learning']",1,female,unknown
431,John Owens,"Pytorch, NLP",4,B.Tech,Google ML,AI Researcher,Hire,52692,10,100,"['pytorch', 'nlp']",1,male,unknown
432,Kent Ward,"Cybersecurity, Ethical Hacking",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100524,5,65,"['cybersecurity', 'ethical hacking']",1,male,unknown
433,Michael Randall,"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,Hire,49907,4,100,"['sql', 'c++', 'react']",1,male,unknown
434,Kathryn Shea,"SQL, React, C++, Java",3,PhD,Deep Learning Specialization,Software Engineer,Hire,71138,8,100,"['sql', 'react', 'c++', 'java']",1,female,unknown
435,Brenda Haney,"Networking, Cybersecurity, Linux, Ethical Hacking",5,B.Sc,None,Cybersecurity Analyst,Hire,93770,7,100,"['networking', 'cybersecurity', 'linux', 'ethical hacking']",1,female,unknown
436,Maria Manning,"Python, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,104836,5,100,"['python', 'deep learning', 'sql']",1,female,Hispanic
437,David Collins,"Java, React, C++",0,PhD,Deep Learning Specialization,Software Engineer,Reject,47445,2,35,"['java', 'react', 'c++']",0,male,unknown
438,George Clark,"Python, Deep Learning, Machine Learning, SQL",3,PhD,Google ML,Data Scientist,Hire,77893,10,100,"['python', 'deep learning', 'machine learning', 'sql']",1,male,unknown
439,Willie Castaneda,"Java, React",9,B.Tech,AWS Certified,Software Engineer,Hire,79610,1,100,"['java', 'react']",1,male,Hispanic
440,William Barnes,"C++, SQL",6,MBA,AWS Certified,Software Engineer,Hire,83118,3,95,"['c++', 'sql']",1,male,unknown
441,Zoe King,"Deep Learning, Python, Machine Learning",9,MBA,Google ML,Data Scientist,Hire,105724,10,100,"['deep learning', 'python', 'machine learning']",1,female,unknown
442,Benjamin Ward,"Networking, Cybersecurity",5,MBA,None,Cybersecurity Analyst,Hire,40736,6,90,"['networking', 'cybersecurity']",1,male,unknown
443,Jason Cummings,"Machine Learning, SQL, Deep Learning",7,MBA,Google ML,Data Scientist,Hire,79303,6,100,"['machine learning', 'sql', 'deep learning']",1,male,unknown
444,Daniel Cline,"Java, C++, SQL, React",4,B.Tech,None,Software Engineer,Hire,46950,7,95,"['java', 'c++', 'sql', 'react']",1,male,unknown
445,Debbie Duffy,"Java, React, SQL",4,PhD,AWS Certified,Software Engineer,Hire,92781,0,65,"['java', 'react', 'sql']",1,female,unknown
446,Melissa Lowe,"Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75477,6,100,"['java', 'react']",1,female,unknown
447,Susan Warren,"TensorFlow, Python, NLP",10,MBA,None,AI Researcher,Hire,95290,0,100,"['tensorflow', 'python', 'nlp']",1,female,unknown
448,Amber Parker,"Machine Learning, Python",8,B.Sc,None,Data Scientist,Hire,40162,7,100,"['machine learning', 'python']",1,female,unknown
449,Tracy Dalton,"React, SQL, Java",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,115386,4,100,"['react', 'sql', 'java']",1,female,unknown
450,Nicholas Hutchinson,"SQL, React, Java",0,M.Tech,None,Software Engineer,Reject,81417,0,15,"['sql', 'react', 'java']",0,male,unknown
451,Thomas Hood,"Networking, Ethical Hacking, Cybersecurity",10,B.Sc,Google ML,Cybersecurity Analyst,Hire,92197,5,100,"['networking', 'ethical hacking', 'cybersecurity']",1,male,unknown
452,William Parker V,"Python, Machine Learning, Deep Learning",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,100425,0,100,"['python', 'machine learning', 'deep learning']",1,male,unknown
453,Michael Krueger,"Java, SQL, React",5,MBA,None,Software Engineer,Hire,49176,8,100,"['java', 'sql', 'react']",1,male,unknown
454,Jordan Cook,"Java, React, C++, SQL",3,B.Sc,Google ML,Software Engineer,Hire,63179,9,100,"['java', 'react', 'c++', 'sql']",1,unknown,unknown
455,Michael George,"SQL, Java",8,B.Tech,AWS Certified,Software Engineer,Hire,83833,8,100,"['sql', 'java']",1,male,unknown
456,Joshua Bennett,"NLP, TensorFlow, Python, Pytorch",0,M.Tech,Google ML,AI Researcher,Hire,119583,8,70,"['nlp', 'tensorflow', 'python', 'pytorch']",1,male,unknown
457,Paul Wallace,"Cybersecurity, Ethical Hacking, Linux, Networking",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,80085,10,100,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",1,male,unknown
458,Keith Hayes,"Linux, Networking",6,PhD,None,Cybersecurity Analyst,Hire,85029,9,100,"['linux', 'networking']",1,male,unknown
459,Scott Fisher,"Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,104969,8,100,"['java', 'c++']",1,male,unknown
460,Brandon Reyes,"TensorFlow, Python, NLP",6,B.Tech,Google ML,AI Researcher,Hire,88432,4,100,"['tensorflow', 'python', 'nlp']",1,male,unknown
461,Jamie Smith,"NLP, Pytorch, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,Hire,67341,8,100,"['nlp', 'pytorch', 'tensorflow']",1,unknown,unknown
462,Daniel Ruiz,"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Hire,102085,6,65,"['ethical hacking', 'networking', 'linux']",1,male,unknown
463,Dominic Warren,"Pytorch, Python",8,B.Sc,AWS Certified,AI Researcher,Hire,116934,10,100,"['pytorch', 'python']",1,male,unknown
464,Travis Thompson,"C++, Java",0,M.Tech,Deep Learning Specialization,Software Engineer,Reject,109551,3,35,"['c++', 'java']",0,male,unknown
465,Steven White,"Ethical Hacking, Networking",10,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,71504,6,100,"['ethical hacking', 'networking']",1,male,unknown
466,Jessica Trevino,"TensorFlow, Pytorch, Python, NLP",4,MBA,AWS Certified,AI Researcher,Hire,61757,2,80,"['tensorflow', 'pytorch', 'python', 'nlp']",1,female,unknown
467,Monica Armstrong,"Pytorch, Python, TensorFlow, NLP",5,B.Sc,Google ML,AI Researcher,Hire,75037,10,100,"['pytorch', 'python', 'tensorflow', 'nlp']",1,female,unknown
468,Margaret Turner,"Cybersecurity, Ethical Hacking, Networking, Linux",3,PhD,None,Cybersecurity Analyst,Hire,105166,5,75,"['cybersecurity', 'ethical hacking', 'networking', 'linux']",1,female,unknown
469,Renee West,"C++, Java, SQL",2,MBA,Google ML,Software Engineer,Hire,62255,7,80,"['c++', 'java', 'sql']",1,female,unknown
470,Samuel Lawson,"Pytorch, Python",4,B.Sc,AWS Certified,AI Researcher,Hire,72233,9,100,"['pytorch', 'python']",1,male,unknown
471,Dana Gibson,"Python, TensorFlow, Pytorch, NLP",8,PhD,AWS Certified,AI Researcher,Hire,44783,10,100,"['python', 'tensorflow', 'pytorch', 'nlp']",1,unknown,unknown
472,Claire Harris,"SQL, Deep Learning, Machine Learning, Python",1,PhD,None,Data Scientist,Reject,84161,6,60,"['sql', 'deep learning', 'machine learning', 'python']",0,female,unknown
473,Carolyn Willis,"TensorFlow, NLP, Python",0,MBA,Google ML,AI Researcher,Reject,40720,2,35,"['tensorflow', 'nlp', 'python']",0,female,unknown
474,Mary Taylor,"SQL, Machine Learning, Deep Learning",9,B.Tech,None,Data Scientist,Hire,114686,0,100,"['sql', 'machine learning', 'deep learning']",1,female,unknown
475,Morgan Bennett,"Machine Learning, SQL, Python, Deep Learning",2,MBA,Google ML,Data Scientist,Hire,108247,6,80,"['machine learning', 'sql', 'python', 'deep learning']",1,unknown,unknown
476,Christina Oneal,"Python, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,89482,5,100,"['python', 'machine learning']",1,female,unknown
477,Carrie Wright,"Deep Learning, Machine Learning, SQL",1,B.Tech,None,Data Scientist,Reject,58515,6,55,"['deep learning', 'machine learning', 'sql']",0,female,unknown
478,Beth Harper,"SQL, Python",8,MBA,Deep Learning Specialization,Data Scientist,Hire,75286,10,100,"['sql', 'python']",1,female,unknown
479,Johnny Arias,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,56891,0,100,"['networking', 'ethical hacking', 'linux', 'cybersecurity']",1,male,unknown
480,Daniel Montgomery,"SQL, Machine Learning",1,B.Sc,Deep Learning Specialization,Data Scientist,Reject,104811,1,35,"['sql', 'machine learning']",0,male,unknown
481,Andrew Moore,"Machine Learning, Python, SQL",0,MBA,Google ML,Data Scientist,Reject,116814,5,50,"['machine learning', 'python', 'sql']",0,male,unknown
482,Douglas Sampson,"Linux, Cybersecurity, Ethical Hacking, Networking",2,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,59397,10,100,"['linux', 'cybersecurity', 'ethical hacking', 'networking']",1,male,unknown
